,Headline,Ranking,Review,ReviewDate
215,Altid hurtig levering,5,Altid hurtig levering. Super tilbud på pusletaske,2020-01-10T20:59:05Z
216,Min klage mail er stadig ikke besvaret…,1,Min klage mail er stadig ikke besvaret efter 4 dage 😬,2020-01-10T20:29:19Z
217,Altid godt nemt og billigt,5,Altid godt nemt og billigt,2020-01-10T20:23:15Z
218,Super sted at handle,5,"Super sted at handle - stort udvalg til favorable priser. Lynhurtig levering og nem returnering, hvis nødvendigt. Kan kun anbefales.",2020-01-10T19:37:05Z
219,Hurtig levering af varene,5,"Hurtig levering af varene, og hurtig tilbagebetaling af penge, da varerne desværre skulle retur :-)",2020-01-10T19:16:07Z
220,Alt fungere super godt,5,Alt fungere super godt - Også returnering. Jeg har fået lækre sko og vender helt sikkert tilbage!,2020-01-10T18:51:33Z
221,Stort udvalg. Godt overblik. Hurtig levering,5,Stort udvalg. Godt overblik. Hurtig levering.,2020-01-10T18:51:28Z
222,Altid hurtig levering og serviceminded…,5,"Altid hurtig levering og serviceminded personale. Yderst tilfreds med den service, jeg har oplevet i forbindelse med reklamation.",2020-01-10T18:25:12Z
223,Alt perfekt,5,Alt perfekt ! Og super-lækre sko .,2020-01-10T18:21:15Z
224,Dejligt udvalg og super god service.,5,Dejligt udvalg og super god service.,2020-01-10T18:15:48Z
225,Hurtig levering og stort udvalg af…,5,"Hurtig levering og stort udvalg af forskellige mærker

Jeg handler tit hos Boozt.com og det er altid en fornøjelse. Selv ved returvarer er de hurtige. Tak for det.",2020-01-10T18:06:21Z
226,Mega dårlig service,1,"Mega dårlig service. Pakke bestilt 1/1-20 og afsendt dagen efter.
Pakken er d. 10/1 stadig ikke dukket op og I svarer ikke på mine henvendelser på mail og messenger!",2020-01-10T17:28:10Z
227,Super,5,"Hurtig ekspedition. 
God og overskuelig måde at handle på.",2020-01-10T17:26:43Z
228,Boozt anbefales,5,Boozt er et meget fint firma at købe hos. Kan varmt anbefales. Hurtig forsendelse og nem returnering.,2020-01-10T17:24:11Z
229,Hurtig levering,2,"Hurtig levering, meget langsom hvis penge skal refunderes !",2020-01-10T17:07:14Z
230,Meget hurtig levering og god retur…,5,Meget hurtig levering og god retur ordning,2020-01-10T16:52:25Z
231,Hej Boozt,4,"Hej Boozt. Her i efteråret har jeg købt en del gange hos jer og jeg har kun godt at sige om hjemmesiden, levering og retur fungerer også perfekt. Så fuld tilfredshed, blot en enkelt anke, som jeg ved er svær men vigtig for os kunder: Beskrivelsen af varerne! Jeg havde købt en Hugo boss sweatshirt i størrelse Large, som viste sig at være for lille, byttede den til en Hugo boss T-shirt i størrelse XL, som viste sig at være for stor! Forskellen skyldtes slim fit kontra casual, hvilket IKKE fremgår af beskrivelsen 😕. Derfor blot 4 stjerner.",2020-01-10T16:33:14Z
232,Den er for lille,4,"Den er for lille, tasken.
Der kan ikke være en bog i den. 
Syns den så større ud på billedet. Godt der er et fint RETUR system.",2020-01-10T16:18:20Z
233,Lyn hurtig levering....,5,Lyn hurtig levering....,2020-01-10T15:47:41Z
234,Hurtig levering,5,Hurtig levering,2020-01-10T14:51:08Z
235,Altid god service,5,Altid god service,2020-01-10T14:46:17Z
236,Hurtig levering,3,"Hurtig levering. Lækre varer, men mangler stadig svar på kundehenvendelse sendt for over en uge siden. Desuden er de varer, jeg købte nu billigere, hvilket ærgrer mig, hvis jeg skal give en anden pris",2020-01-10T13:59:08Z
237,Har et godt udvalg og sender hurtigt,5,Har et godt udvalg og sender hurtigt. Også nemt at returnere.,2020-01-10T13:58:50Z
238,Hurtig levering !!!!,5,Hurtig levering !!!!! Alt godt.,2020-01-10T13:53:35Z
239,Altid god service,5,"Har handlet her flere gang, og også sendt ordre retur - altid god og hurtig service",2020-01-10T13:37:54Z
240,Fin hurtig levering,5,Fin hurtig levering,2020-01-10T12:59:58Z
241,Hurtig levering bedste Service.,5,Hurtig levering bedste Service.,2020-01-10T12:37:08Z
242,Ekstrem hurtig levering,5,Ekstrem hurtig levering,2020-01-10T11:42:49Z
243,Altid hurtige leveringer.,5,"Altid hurtige leveringer.
Aldrig problemer.",2020-01-10T10:34:16Z
244,Ι love Boozt!,5,Ι love Boozt!,2020-01-10T09:44:50Z
245,Boozt - hurtig levering,5,"Boozt er rigtig hurtige på levering, og så giver det god mening at handle online",2020-01-10T09:14:46Z
246,Altid hurtig levering og fine varer 👍,5,Altid hurtig levering og fine varer 👍,2020-01-10T08:29:06Z
247,Bra hjemmeside og rask levering :-),4,Bra hjemmeside og rask levering :-),2020-01-10T08:11:56Z
248,Absolut bedste tøjnethandel,5,Absolut bedste tøjnethandel,2020-01-10T07:45:52Z
249,En dags levering,5,"En dags levering, det er fantastisk",2020-01-10T07:32:56Z
250,Problemfrit ved ombytning.,5,Problemfrit ved ombytning.,2020-01-10T07:27:20Z
251,Super,5,Super. Altid hurtigt og nemt.,2020-01-10T07:24:37Z
252,Nemt og billigt,4,"Nem, hurtigt og smerte frit - og billigt",2020-01-10T07:05:48Z
253,Hurtig levering,5,Hurtig levering,2020-01-10T07:02:51Z
254,Der var ændringer i prisen den dag jeg…,5,Der var ændringer i prisen den dag jeg købte varen. Så returret de det resterende rabat. Så jeg fik det til den samme pris.,2020-01-10T06:42:08Z
255,Får altid en rigtig god service,5,Får altid en rigtig god service. Kan anbefales at købe hos dem,2020-01-10T06:06:57Z
256,Hurtig levering,5,"Hurtig levering

Bestilte om eftermiddagen, kom dagen efter. Det er så fint 🥳",2020-01-10T06:06:48Z
257,Nemt,5,"Nemt, mærkevare og virkelig hurtig levering",2020-01-10T06:04:07Z
258,For dårlig service ved reklamation,1,"Boozt er gode til at sende varerne ud hurtigt og returnering er nemt. MEN når det kommer til reklamation af varer er det en anden snak. Jeg har sendt en mail til kundeservice for 10 hverdage siden, men har stadig ikke fået svar. Det er for dårligt og ikke ok.",2020-01-10T05:43:04Z
259,Vanvittig hurtig levering og alt var…,5,Vanvittig hurtig levering og alt var helt perfekt - bestilte 18:30 og havde min levering næste morgen kl. 9 :-D,2020-01-09T23:01:36Z
260,Boozt leverer altid hurtigt og varerne…,4,Boozt leverer altid hurtigt og varerne er i orden😊 Hjemmesiden er let at finde rundt på!  mh Birthe,2020-01-09T23:00:07Z
261,Lynhurtig levering,5,"Lynhurtig levering, og fin service.",2020-01-09T22:31:15Z
262,Altid en fornøjelse ☺️,5,Altid en fornøjelse ☺️,2020-01-09T20:55:48Z
263,Rigtig god hjemmeside,5,"God hjemmeside, lækkert tøj & hurtig levering",2020-01-09T20:10:30Z
264,Super service,5,"Super service, hurtig levering og ofte gode tilbud på lækre varer.",2020-01-09T20:06:02Z
265,Endnu engang SUPER service som altid…,5,Endnu engang SUPER service som altid 👍👍,2020-01-09T19:52:38Z
266,Hurtigt levering og gode produkter,4,Hurtigt levering og gode produkter,2020-01-09T19:37:04Z
267,har fået de vare jeg har bestilt,5,"har fået de vare jeg har bestilt, og i den kvalitet som leg har bestilt. på to dage",2020-01-09T19:26:03Z
268,Bestilte kjole og støvletter var helt…,5,Bestilte kjole og støvletter var helt perfekt 👌,2020-01-09T19:10:42Z
269,Sikker levering og tid,5,"Sikker levering og tid, gode informationer om produktet og ikke besværligt at returnere :-)",2020-01-09T18:57:01Z
270,Super god service og hurtig levering,5,Super god service og hurtig levering. 5 stjerner herfra,2020-01-09T18:42:04Z
271,hurtig levering,5,hurtig levering,2020-01-09T18:36:19Z
272,Fremragende service og hurtighed fra…,5,Fremragende service og hurtighed fra bestilling til levering - det er svært at forstå at det kan lade sig gøre:-),2020-01-09T18:28:52Z
273,Super hurtig levering,5,Super hurtig levering. Altid gratis fragt. Nem returnering. Intet at sætte en finger på...,2020-01-09T18:27:36Z
274,Fantastisk service.,5,"Fantastisk service.
Jeg har flere gange bestilt vare den ene dag.
Dagen efter er varen klar til afhentning,
Desuden er det let at at sendere varer retur der ikke kunne bruges.
Hurtig levering. Den rigtige vare. Let at sende retur.
Meget tilfreds",2020-01-09T17:39:37Z
275,Både bestilling og leveranse innfridde…,5,Både bestilling og leveranse innfridde alle forventninger😊,2020-01-09T17:37:36Z
276,Super god hjemmeside/produkt,4,"Super god hjemmeside/produkt, men der mangler bredde på en stor del af bælterne.",2020-01-09T17:04:48Z
277,Super 👍,5,"Super 👍 ved altid, når man bestiller varer hos Boozt, så er ser hurtig levering. Tak for det :-)",2020-01-09T16:45:38Z
278,Virkelig god service og hurtig levering,5,Virkelig god service og hurtig levering,2020-01-09T16:12:59Z
279,Super hurtig levering,5,"Intet at klage over, samt en virkelig hurtig levering👍",2020-01-09T15:45:10Z
280,Super hurtig levering og varerne var…,5,Super hurtig levering og varerne var præcis som de skulle være 👍👍👍,2020-01-09T15:26:29Z
281,Det var som det skulle være hurtigt og…,5,Det var som det skulle være hurtigt og iorden.,2020-01-09T15:25:43Z
282,Altid i orden.,5,Altid i orden.,2020-01-09T14:57:58Z
283,Er yderst tilfreds med at handle på…,5,"Er yderst tilfreds med at handle på Boozt.
Hurtig ekspedition, dejligt nemt at returnere tøj der ikke passer da retur label medfølger ved hver ordre.",2020-01-09T14:39:01Z
284,Super hurtig levering og fine varer.,5,Super hurtig levering og fine varer.,2020-01-09T14:26:37Z
285,Mærkelig oplevelse!!,1,"Besynderlig virksomhed - pludselig får man at vide at ordren er annulleret uden nærmere info. 
Ved kontakt til kundeservice vidste de intet og kunne ikke hjælpe yderligere!",2020-01-09T14:13:55Z
286,Hurtigt,5,"Hurtigt, nemt og super produkter. Dejligt med retur labels, hvis man skulle være uheldig med størrelsen.",2020-01-09T13:59:18Z
287,Super hurtig levering og gode priser.,5,Super hurtig levering og gode priser.,2020-01-09T12:45:43Z
288,Skarp pris og service,5,Skarp pris og service. Hurtig levering,2020-01-09T12:09:58Z
289,Altid hurtig levering.,5,Altid hurtig levering.,2020-01-09T12:03:24Z
290,Altid en fornøjelse at handle på Boozt,5,"Altid en fornøjelse at handle på Boozt. Høj service, styr på deres lagerstyring, kvalitetsvarer, og super at det er SÅ nemt at returnere, hvis man skulle få behov for det. 
5 store stjerner herfra.",2020-01-09T12:01:41Z
291,Min oplevelse er,4,"Min oplevelse er, at GLS ikke leverer som aftalt med jer!",2020-01-09T11:00:30Z
292,Hurtigt og effektivt,5,Hurtigt og effektivt,2020-01-09T10:42:18Z
293,Ikke tydelig nok detajle af produktet i…,1,"Ikke tydelig nok detajle af produktet i billeder, ej hellere beskrivelse heraf.",2020-01-09T10:17:26Z
294,Nemt og hurtigt,5,Nemt og hurtigt - også at returnere.,2020-01-09T10:07:13Z
295,Dårlig service!!!,1,"Dårligt, dårligt dårligt! 
Jeg har bestilt nogen leggins sammen med andre varer og så sender i mig de forkerte!! - det eneste i har os sige og gøre er at JEG skal sende den forkerte vare retur, hvorefter JEG skal vente på i gir mig penge tilbage, og så kan JEG igen bestille den vare jeg rigtig skulle have haft! Det er virkelig dårlig service! Det ikk mig der har lavet fejl, det er jer!! Så her er jeres dårlige anmeldelse når i ikke engang kan svare mig på mail!!",2020-01-09T09:04:36Z
296,Hurtig ekspedition og tøjet passede som…,5,Hurtig ekspedition og tøjet passede som det skulle,2020-01-09T08:41:59Z
297,Det var en god handel,4,"Det var en god handel, bilige og hurtig levering.",2020-01-09T08:38:15Z
298,Anbefales,5,Meget fin og hurtig betjening. Meget tilfreds!,2020-01-09T08:33:14Z
299,"Fik en demo støvle, som var ødelagt",1,"Jeg købte et par støvler af et godt mærke. Der var hurtig levering, men den en støvle bag præg af, at have været brugt som demo. Sålen var slidt og hælkappen inde i støvlen var total flænset op. 
Retur for 5 dage siden og har intet hørt endnu.",2020-01-09T08:27:45Z
300,Dejligt sted at handle,5,Dejligt sted at handle. Hurtig levering. Kan helt klart anbefaledes.,2020-01-09T08:07:38Z
301,God hjemmeside,5,"God hjemmeside - let at finde rundt i - mange gode vare og gode tilbud. Yderst hurtig levering, har aldrig modtaget en fejl ekspedition.
God returordning.",2020-01-09T08:03:21Z
302,Altid hurtig levering,5,Altid hurtig levering,2020-01-09T07:48:47Z
303,Altid varer til tiden,5,"Altid varer til tiden, og mulighed for at returnere !",2020-01-09T07:39:35Z
304,Gode varer og god service!,5,Gode varer og god service!,2020-01-09T07:25:58Z
305,Bedste online shop i verden ❤️,5,Bedste online shop i verden ❤️,2020-01-09T07:14:41Z
306,Fin vare,5,Fin vare - hurtig levering,2020-01-09T06:58:11Z
307,Alt som lovet.,5,"Tre julegaver købt, hvoraf en returneres. Alt fungeret aldeles tilfredsstillende! GLS anvendt til fragt.",2020-01-09T05:50:56Z
308,Mistet pakke og jammerlig kundeservice,1,"Jeg bestilte en pakke med garanti for levering til nytår. Det blev den ikke. 
Den blev angiveligt leveret med ‘Budbee’ uden for min dør i starten af januar. Den blev den ikke.
Boozt lægger ansvaret over til Budbee og omvendt. 
Så efter en uge har de vurderet, at jeg har smidt 2000kr ud af vinduet. Cirka. 
Har været en trofast kunde og har ikke oplevet problem med levering før (heller ikke fra andre), men den kundeservice, de præsterer, er simpelthen langt under middel. 
Køb hos Zalando i stedet!",2020-01-08T21:07:13Z
309,Mega hurtig levering,5,Mega hurtig levering,2020-01-08T20:14:46Z
310,Hurtig levering og aldrig noget bøvl…,5,Hurtig levering og aldrig noget bøvl med at returnere varer der enten ikke passede eller man fortrudte.,2020-01-08T20:06:09Z
311,Hurtig levering,3,"Hurtig levering, men varen blev nedsat yderligere samme dag som jeg modtog den.",2020-01-08T19:38:58Z
312,Jeg har kun gode oplevelser,4,"Jeg har kun gode oplevelser, det være sig, hurtig levering og ingen problemer ved returnering 😊",2020-01-08T19:16:26Z
313,Fin hjemmeside og dejligt udvalg til…,3,Fin hjemmeside og dejligt udvalg til gode priser. Men lidt lang ekspeditions tid på tilbageførsel af penge.,2020-01-08T19:16:05Z
314,God varebeskrivelse og hurtig levering,5,God varebeskrivelse og hurtig levering,2020-01-08T19:08:22Z
315,Hurtig levering af bestilte varer,5,Hurtig levering af bestilte varer.  Da jeg havde et fejlkøb kom pengene også hurtigt retur.,2020-01-08T19:07:59Z
316,super god!,4,"Rigtig god service, og hurtig levering, 2 hverdage og jeg bestilte en søndag :) 
Dog synes jeg det var lidt underligt at muligheden for at kunne bedømme jer, lige efter jeg havde købt min vare. Da jeg vil mene jeg ikke kan bedømme før min vare var kommet. 
Men jeg er godt tilfreds og til en rigtig god pris :) Jeg skal helt klart handle ved jer igen.",2020-01-08T18:24:04Z
317,Altid hurtig levering og effektivt,5,"Altid hurtig levering og effektivt, hvis man skal returnere en vare. En hjemmeside der klart kan anbefales.",2020-01-08T18:22:29Z
318,Fantastisk,5,"Det virker, man kan finde enormt gode tilbud",2020-01-08T18:20:57Z
319,Super god oplevelse👌🏻,5,"Super god oplevelse👌🏻
Hurtig levering - og alle varer levede op til mine forventninger!",2020-01-08T17:23:13Z
320,100% tilfreds,5,Som altid - 100% tilfredshed herfra👍🏻,2020-01-08T16:29:11Z
321,Købte to nederdele fra Soyaconcept,5,"Købte to nederdele fra Soyaconcept. Lækker kvalitet, der bare falder flot. Hurtig ekspedition 🌞❤",2020-01-08T16:23:45Z
322,Bootz,5,Hurtig og korrekt levering af varer. God kvalitetsmærke gerry weber,2020-01-08T16:17:59Z
323,Nu er der gået over en uge siden…,1,Nu er der gået over en uge siden returnering. Intet hørt og intet refunderet. De svarer heller ikke mail henvendelse efter 3 dage nu!,2020-01-08T15:46:59Z
324,Super god og hurtig,5,Super god og hurtig,2020-01-08T11:12:05Z
325,Stor forskel I priserne fra dag til dag,1,Svært at forstå udsving i priserne.,2020-01-08T11:10:19Z
326,Hurtig levering,5,Hurtig levering - rigtig vare - det fungerer-,2020-01-08T10:33:31Z
327,God oplevelse,5,God oplevelse,2020-01-08T10:17:56Z
328,Det er nemt at handle på Boozt.com,5,"Det er nemt at handle på Boozt.com. Varerne er i orden, og har man behov for returnering er det også helt problemløst. En god oplevelse",2020-01-08T07:29:32Z
329,Nemt hurtigt og billigt,4,Nemt hurtigt og billigt,2020-01-08T04:40:11Z
330,Meget hurtig levering,5,Meget hurtig levering,2020-01-08T02:50:38Z
331,Altid god kommunikation og meget hurtig…,5,Altid god kommunikation og meget hurtig levering.,2020-01-07T20:47:46Z
332,Meget professionelt,5,Gode priser og lyn hurtig levering.,2020-01-07T19:44:00Z
333,Altid nice,5,Altid nice og hurtigt og nemt,2020-01-07T19:41:50Z
334,Bedste tøj side ever,5,Bedste tøj side ever,2020-01-07T19:17:10Z
335,Hurtig levering,5,Super hurtig levering og ingen problemer.,2020-01-07T19:15:16Z
336,Stadig god og hurtig service,4,Stadig god og hurtig service,2020-01-07T18:42:30Z
337,Elsker de gode tilbud Boozt har,4,"Jeg elsker at handle på Boozt.com. De har stort set alt, hvad man søger. Derudover har de også tit prisnedsættelser. 
En anden ting, jeg elsker ved at handle på Boozt.com er, at de har hurtig levering 👍🏼.. Boozt får 4 stjerner, fordi der er en lille minus. 
Jeg synes godt de kunne have flere betalingsmuligheder, ligesom mange andre steder såsom Forbrugsforeningen, betaling via børnepenge m.m.",2020-01-07T18:17:56Z
338,Flot og hurtig service,5,Flot og hurtig service. Det er godt nok nemt !,2020-01-07T18:13:49Z
339,Nemt at handle og lige så nemt at…,4,"Nemt at handle og lige så nemt at returnere. 
Stort udvalg af tøj og mærker",2020-01-07T17:31:32Z
340,Dårlig retur oplevelse!!,1,"Køber julegave til 699.-. 
Den skal byttes til mindre str. 
str. er udsolgt og ikke længere samme pris. 
Jeg ringer til kundeservice som giver mig besked på at så længe det er samme vare kan jeg få den til samme pris ved ombytning. 
Farven var bare udsolgt, så vælger en anden. (mindre populær, den er jo ikke udsolgt) Med den besked fra den svenske kundeservice at nu hvor den sorte er udsolgt vil jeg kunne få Navy til samme pris. Selvom det ikke egentlig ikke var deres politik. Men god service! 

Jeg bestiller herefter den nye morgenkåbe til fuld pris og regner med at få fuld pris tilbage. 

Lige efter bestillingen af den nye vare må deres system registrere, via min bruger, at jeg må have byttet den anden og regler for ombytning bliver ridset op.. 

Her står tydeligt at man ikke kan fx skifte farve og få samme pris.. 
Jeg vælger at tro det er standard skabelon mail der bliver senet ud. 

Nu har jeg så fået refunderet udsalgsprisen og givet fuld pris for den nye vare. 

Jeg ringer til kundeservice (7/1 ca. 17.45), nu dansk, og jeg bliver fortalt der må være noget jeg har misforstået og det jo vil være ord mod ord... Jeg forsøger st fortælle at vi både tog een på dansk/svensk og engelsk Fordi jeg netop ikke ville bestille til fuld pris.. 
Hun kan ikke gøre noget for det vil systemet ikke acceptere og tvivler meget på sådan en aftale er lavet. 
Ja. Jeg kunne bare refundere den men den anden er taget i brug her mens jeg har ventet på pengene for den refunderet.. De sender jo varen hurtigere end man refundere...

Ringe service! Forventer stadigvæk refundering. 

Stadig ulempen ved e-handel....",2020-01-07T17:03:46Z
